Web Link,Organisation ID,URN,LAESTAB,School name,Region,Ofsted region,Local authority,Parliamentary constituency,Postcode,Type of education,Phase of education,Sixth form,Predecessor URN,Number of warning notices issued in 2017/18 academic year,Total number of pupils,Deprivation index,Inspection number,Inspection start date,Inspection end date,Publication date,Inspection type,Inspection type grouping,Event type grouping,Overall effectiveness,Category of concern,Outcomes for pupils,"Quality of teaching, learning and assessment",Effectiveness of leadership and management,"Personal development, behaviour and welfare",Early years provision (where applicable),16 - 19 study programmes,Previous inspection number,Previous inspection start date,Previous inspection end date,Previous publication date,Previous overall effectiveness,Previous category of concern,Previous outcomes for pupils,"Previous quality of teaching, learning and assessment",Previous effectiveness of leadership and management,"Previous personal development, behaviour and welfare",Previous early years provision (where applicable),Previous 16 - 19 study programmes,Provider open date - QA,Provider open reason - QA,Provider closed date - QA,Provider closed reason - QA,OB number on Roll,Withdrawn date,Previous withdrawn date
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/123179,1127318,123179,9313262,St Leonard's Church of England Primary School,South East,South East,Oxfordshire,Banbury,OX16 4SB,Voluntary Controlled School,Primary,Does not have a sixth form,NULL,,416,3,10019888,06/12/2016,07/12/2016,20/01/2017,Requires Improvement S5 Reinspection Visit 1,Requires Improvement S5 Reinspection Visit 1,Schools - S5,2,,2,2,2,2,2,9,ITS448850,08/10/2014,09/10/2014,15/11/2014,3,,3,3,3,9,2,9,NULL,Not applicable,NULL,Not applicable,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/123126,1127068,123126,9313182,St Andrew's Church of England Primary School,South East,South East,Oxfordshire,Henley,OX39 4PU,Voluntary Controlled School,Primary,Does not have a sixth form,NULL,,296,1,ITS402137,01/05/2013,02/05/2013,24/05/2013,S5 Inspection,S5 Inspection,Schools - S5,1,,1,1,1,9,9,9,ITS340286,06/07/2010,07/07/2010,19/11/2010,3,,3,3,3,9,2,9,NULL,Not applicable,NULL,Not applicable,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/132057,1105439,132057,9312610,Bure Park Primary School,South East,South East,Oxfordshire,Banbury,OX26 3BP,Community School,Primary,Does not have a sixth form,NULL,,513,1,ITS402534,02/07/2013,03/07/2013,02/09/2013,S5 Inspection,S5 Inspection,Schools - S5,2,,2,2,2,9,9,9,ITS341279,15/10/2009,16/10/2009,16/11/2009,3,,3,3,3,9,3,9,01/01/2000,Not applicable,NULL,Not applicable,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/123063,1107377,123063,9312565,Dry Sandford Primary School,South East,South East,Oxfordshire,Oxford West and Abingdon,OX13 6EE,Community School,Primary,Does not have a sixth form,NULL,,122,1,ITS402129,15/01/2013,16/01/2013,06/02/2013,S5 Inspection,S5 Inspection,Schools - S5,2,,2,2,2,9,9,9,ITS340270,05/10/2009,06/10/2009,05/03/2010,3,,3,3,3,9,3,9,NULL,Not applicable,NULL,Not applicable,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/135265,1107416,135265,9313861,Dunmore Primary School,South East,South East,Oxfordshire,Oxford West and Abingdon,OX14 1NR,Community School,Primary,Does not have a sixth form,NULL,,463,2,ITS381856,27/06/2012,28/06/2012,19/07/2012,S5 Inspection,S5 Inspection,Schools - S5,2,,2,2,2,9,8,9,ITS329068,29/01/2009,30/01/2009,26/02/2009,3,,3,3,2,9,2,9,01/01/2008,Result of Amalgamation,NULL,Not applicable,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/140827,1139381,140827,9312013,Eynsham Community Primary School,South East,South East,Oxfordshire,Witney,OX29 4LJ,Academy Sponsor Led,Primary,Does not have a sixth form,NULL,,387,2,10032507,23/05/2017,24/05/2017,27/06/2017,Academy First Section 5,Academy First Section 5,Schools - S5,3,,3,3,3,3,2,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,01/05/2014,New Provision,NULL,Not recorded,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/140653,1139276,140653,9314004,Aureus School,South East,South East,Oxfordshire,Wantage,OX11 6FF,Academy Sponsor Led,Secondary,Does not have a sixth form,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,01/09/2017,New Provision,NULL,Not recorded,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/123236,1105796,123236,9314041,Carterton Community College,South East,South East,Oxfordshire,Witney,OX18 1BU,Community School,Secondary,Has a sixth form,NULL,,607,1,ITS402147,10/01/2013,11/01/2013,01/02/2013,S5 Inspection,S5 Inspection,Schools - S5,2,,2,2,2,9,9,9,ITS340312,09/12/2009,10/12/2009,05/03/2010,3,,3,3,2,9,9,9,NULL,Not applicable,NULL,Not applicable,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/123015,1105797,123015,9312252,Carterton Primary School,South East,South East,Oxfordshire,Witney,OX18 3AD,Community School,Primary,Does not have a sixth form,NULL,,311,1,ITS461471,19/05/2015,20/05/2015,16/06/2015,Schools into Special Measures Visit 4,Section 8 deemed section 5 (excluding short inspections),Schools - S8 deemed S5,2,,2,2,2,9,2,9,ITS426490,04/12/2013,05/12/2013,07/02/2014,4,SM,4,4,4,9,9,9,NULL,Not applicable,NULL,Not applicable,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/138774,1139675,138774,9312000,John Henry Newman Academy,South East,South East,Oxfordshire,Oxford East,OX4 4LS,Academy Sponsor Led,Primary,Not applicable,NULL,,361,5,10012338,07/06/2016,08/06/2016,28/06/2016,Requires Improvement S5 Reinspection Visit 1,Requires Improvement S5 Reinspection Visit 1,Schools - S5,3,,3,3,3,2,2,9,ITS440114,04/06/2014,05/06/2014,25/06/2014,3,,3,3,3,9,9,9,01/09/2012,New Provision,NULL,Not recorded,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/140237,1144192,140237,9312573,Charlton Primary School,South East,South East,Oxfordshire,Wantage,OX12 7HG,Academy Converter,Primary,Does not have a sixth form,123069,,379,2,ITS450356,11/06/2015,12/06/2015,13/07/2015,S5 Inspection,S5 Inspection,Schools - S5,2,,2,2,2,9,2,9,ITS340271,15/09/2009,16/09/2009,14/10/2009,2,,2,2,2,9,2,9,01/10/2013,Academy Converter,NULL,Not recorded,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/138643,1147519,138643,9317016,Northern House School,South East,South East,Oxfordshire,Oxford West and Abingdon,OX2 7JN,Academy Special Converter,Special,Not applicable,123336,,78,3,ITS380637,05/07/2012,06/07/2012,05/09/2012,S5 Inspection,S5 Inspection,Schools - S5,1,,1,1,1,9,9,9,ITS314564,23/09/2008,23/09/2008,13/10/2008,1,,1,1,1,9,9,9,01/09/2012,Academy Converter,NULL,Not recorded,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/123329,1136432,123329,9317002,Woodeaton Manor School,South East,South East,Oxfordshire,Henley,OX3 9TS,Foundation Special School,Special,Has a sixth form,NULL,,69,2,ITS428864,12/11/2013,13/11/2013,04/12/2013,S5 Inspection,S5 Inspection,Schools - S5,2,,2,2,2,9,9,9,ITS359410,12/01/2011,13/01/2011,03/06/2011,1,,2,2,1,9,9,2,NULL,Not applicable,NULL,Not applicable,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/123071,1108173,123071,9312578,Fir Tree Junior School,South East,South East,Oxfordshire,Wantage,OX10 0NY,Community School,Primary,Does not have a sixth form,NULL,,217,2,10037804,29/11/2017,30/11/2017,05/01/2018,S5 Inspection,S5 Inspection,Schools - S5,2,,2,2,2,2,9,9,ITS406135,14/03/2013,15/03/2013,16/04/2013,2,,2,2,2,9,9,9,NULL,Not applicable,NULL,Not applicable,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/123036,1112645,123036,9312465,Mill Lane Community Primary School,South East,South East,Oxfordshire,Henley,OX39 4RF,Community School,Primary,Does not have a sixth form,NULL,,206,1,ITS380576,13/09/2011,14/09/2011,05/10/2011,S5 Inspection,S5 Inspection,Schools - S5,2,,2,2,2,9,2,9,ITS292563,17/07/2007,18/07/2007,13/09/2007,2,,2,2,2,9,3,9,NULL,Not applicable,NULL,Not applicable,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/123211,1122267,123211,9313832,St Barnabas' Church of England Aided Primary School,South East,South East,Oxfordshire,Oxford West and Abingdon,OX2 6BN,Voluntary Aided School,Primary,Does not have a sixth form,NULL,,219,2,ITS403519,20/03/2013,21/03/2013,22/04/2013,S5 Inspection,S5 Inspection,Schools - S5,2,,2,2,2,9,9,9,ITS314541,27/09/2007,28/09/2007,17/10/2007,2,,2,2,2,9,2,9,NULL,Not applicable,NULL,Not applicable,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/133532,1122952,133532,9312613,St John the Evangelist CofE VA Primary School,South East,South East,Oxfordshire,Witney,OX18 1JF,Voluntary Aided School,Primary,Does not have a sixth form,NULL,,440,1,ITS441637,08/07/2014,09/07/2014,04/09/2014,Schools into Special Measures Visit 5,Section 8 deemed section 5 (excluding short inspections),Schools - S8 deemed S5,2,,2,2,2,9,9,9,ITS406527,14/11/2012,15/11/2012,24/01/2013,4,SM,4,4,4,9,9,9,01/09/2002,New Provision,NULL,Not applicable,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/142362,1212480,142362,9312304,Queen Emma's Primary School,South East,South East,Oxfordshire,Witney,OX28 5JW,Academy Converter,Primary,Does not have a sixth form,123020,,241,2,ITS453545,15/01/2015,16/01/2015,06/02/2015,Requires Improvement S5 Reinspection Visit 1,Requires Improvement S5 Reinspection Visit 1,Schools - S5,3,,3,3,2,9,2,9,ITS406132,17/01/2013,18/01/2013,08/02/2013,3,,3,3,3,9,9,9,01/10/2015,Academy Converter,NULL,Not recorded,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/123132,1125677,123132,9313190,Culham Parochial Church of England School,South East,South East,Oxfordshire,Henley,OX14 4NB,Voluntary Controlled School,Primary,Does not have a sixth form,NULL,,56,2,10024698,28/02/2017,01/03/2017,20/03/2017,Maintained Academy and School Short inspection,Short inspection � converted,Schools - Short inspection Conversion,3,,3,3,3,2,2,9,ITS406141,19/02/2013,20/02/2013,13/03/2013,2,,2,2,2,9,9,9,NULL,Not applicable,NULL,Not applicable,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/123214,1124190,123214,9313835,St Philip and James' Church of England Aided Primary School Oxford,South East,South East,Oxfordshire,Oxford West and Abingdon,OX2 6AB,Voluntary Aided School,Primary,Does not have a sixth form,NULL,,410,1,ITS403521,04/10/2012,05/10/2012,26/10/2012,S5 Inspection,S5 Inspection,Schools - S5,2,,2,2,2,9,9,9,ITS314544,22/11/2007,22/11/2007,11/12/2007,2,,2,2,2,9,2,9,NULL,Not applicable,NULL,Not applicable,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/139298,1144774,139298,9312053,Harriers Banbury Academy,South East,South East,Oxfordshire,Banbury,OX16 9JW,Academy Converter,Primary,Does not have a sixth form,122992,,450,3,ITS451044,04/11/2014,05/11/2014,25/11/2014,S5 Inspection,S5 Inspection,Schools - S5,2,,2,2,2,9,2,9,ITS406127,14/11/2012,15/11/2012,06/12/2012,3,,3,3,3,9,9,9,01/02/2013,Academy Converter,NULL,Not recorded,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/123124,1125111,123124,9313180,Aston Rowant Church of England Primary School,South East,South East,Oxfordshire,Henley,OX49 5SU,Voluntary Controlled School,Primary,Does not have a sixth form,NULL,,77,1,10024680,09/02/2017,10/02/2017,06/03/2017,Maintained Academy and School Short inspection,Short inspection � converted,Schools - Short inspection Conversion,2,,2,2,2,2,2,9,ITS412122,26/06/2013,27/06/2013,18/07/2013,2,,2,2,2,9,9,9,NULL,Not applicable,NULL,Not applicable,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/137921,1144646,137921,9314055,Gillotts School,South East,South East,Oxfordshire,Henley,RG9 1PS,Academy Converter,Secondary,Does not have a sixth form,123240,,809,1,ITS395820,13/06/2012,14/06/2012,05/07/2012,S5 Inspection,S5 Inspection,Schools - S5,2,,2,2,2,9,9,9,ITS292623,14/03/2007,15/03/2007,19/04/2007,2,,2,2,2,9,9,9,01/03/2012,Academy Converter,NULL,Not recorded,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/139762,1146072,139762,9312567,St John's Primary School,South East,South East,Oxfordshire,Wantage,OX10 9AG,Academy Converter,Primary,Does not have a sixth form,123065,,204,1,10011106,03/03/2016,04/03/2016,22/03/2016,Maintained Academy and School Short inspection,Short inspection � converted,Schools - Short inspection Conversion,3,,3,3,3,2,3,9,ITS403506,20/02/2013,21/02/2013,14/03/2013,2,,2,2,2,9,9,9,01/06/2013,Academy Converter,NULL,Not recorded,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/123003,1110992,123003,9312106,Kingham Primary School,South East,South East,Oxfordshire,Witney,OX7 6YD,Community School,Primary,Does not have a sixth form,NULL,,206,1,ITS363961,22/09/2010,23/09/2010,14/10/2010,S5 Inspection,S5 Inspection,Schools - S5,1,,1,1,1,9,1,9,ITS314452,28/02/2008,29/02/2008,20/03/2008,2,,2,2,2,9,2,9,NULL,Not applicable,NULL,Not applicable,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/122997,1117374,122997,9312058,The Grange Community Primary School,South East,South East,Oxfordshire,Banbury,OX16 9YA,Community School,Primary,Does not have a sixth form,NULL,,304,2,ITS420434,03/07/2013,04/07/2013,02/09/2013,Schools into Special Measures Visit 3,Section 8 deemed section 5 (excluding short inspections),Schools - S8 deemed S5,2,,2,2,2,9,9,9,ITS380564,22/03/2012,23/03/2012,23/05/2012,4,SM,4,4,4,9,8,9,NULL,Not applicable,NULL,Not applicable,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/123221,1121424,123221,9313852,Northbourne Church of England Primary School,South East,South East,Oxfordshire,Wantage,OX11 8LJ,Voluntary Aided School,Primary,Does not have a sixth form,NULL,,304,2,ITS456214,23/06/2015,24/06/2015,15/07/2015,S5 Inspection,S5 Inspection,Schools - S5,2,,2,2,2,9,2,9,ITS380622,29/02/2012,01/03/2012,19/03/2012,2,,2,2,2,9,8,9,NULL,Not applicable,31/12/2017,Academy Converter,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/137920,1145721,137920,9312574,Rush Common School,South East,South East,Oxfordshire,Oxford West and Abingdon,OX14 2AW,Academy Converter,Primary,Not applicable,123070,,404,1,10025513,11/01/2017,12/01/2017,01/02/2017,Exempt School Inspection,Section 8 deemed section 5 (excluding short inspections),Schools - S8 deemed S5,2,,2,2,2,2,2,9,ITS380587,15/11/2011,16/11/2011,05/12/2011,1,,1,2,1,9,2,9,01/03/2012,Academy Converter,NULL,Not recorded,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/141051,1144656,141051,9312211,Glory Farm Primary School,South East,South East,Oxfordshire,Banbury,OX26 4YJ,Academy Converter,Primary,Does not have a sixth form,123012,,417,2,10032480,06/06/2017,07/06/2017,11/07/2017,S5 Inspection,S5 Inspection,Schools - S5,2,,2,2,2,2,2,9,ITS429597,15/10/2013,16/10/2013,11/11/2013,3,,3,3,2,9,9,9,01/07/2014,Academy Converter,NULL,Not recorded,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/123030,1116578,123030,9312455,Stadhampton Primary School,South East,South East,Oxfordshire,Henley,OX44 7XL,Community School,Primary,Does not have a sixth form,NULL,,93,1,ITS403504,20/02/2013,21/02/2013,14/03/2013,S5 Inspection,S5 Inspection,Schools - S5,2,,2,2,2,9,9,9,ITS314461,20/03/2008,20/03/2008,23/04/2008,2,,2,2,2,9,2,9,NULL,Not applicable,NULL,Not applicable,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/123032,1118535,123032,9312459,Watlington Primary School,South East,South East,Oxfordshire,Henley,OX49 5RB,Community School,Primary,Does not have a sixth form,NULL,,272,1,ITS412222,12/06/2013,13/06/2013,04/07/2013,S5 Inspection,S5 Inspection,Schools - S5,1,,1,1,1,9,9,9,ITS314462,01/07/2008,01/07/2008,18/07/2008,1,,1,1,1,9,1,9,NULL,Not applicable,NULL,Not applicable,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/139256,1141012,139256,9312005,Windale Community Primary School,South East,South East,Oxfordshire,Oxford East,OX4 6JD,Academy Sponsor Led,Primary,Does not have a sixth form,NULL,,321,5,10020317,24/01/2017,25/01/2017,27/02/2017,Schools into Special Measures Visit 5,Section 8 deemed section 5 (excluding short inspections),Schools - S8 deemed S5,3,,3,3,3,3,2,9,ITS449882,28/01/2015,29/01/2015,11/03/2015,4,SM,4,4,4,9,4,9,01/08/2013,New Provision,NULL,Not recorded,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/139709,1138864,139709,9312007,Abbey Woods Academy,South East,South East,Oxfordshire,Henley,OX10 7LZ,Academy Sponsor Led,Primary,Does not have a sixth form,NULL,,217,4,10033969,23/05/2017,24/05/2017,23/06/2017,Schools into Special Measures Visit 5,Section 8 deemed section 5 (excluding short inspections),Schools - S8 deemed S5,3,,3,3,3,2,3,9,ITS450038,13/05/2015,14/05/2015,10/09/2015,4,SM,4,4,4,9,4,9,01/09/2013,New Provision,NULL,Not recorded,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/141069,1146440,141069,9314032,The Cooper School,South East,South East,Oxfordshire,Banbury,OX26 4RS,Academy Converter,Secondary,Has a sixth form,123234,,1291,1,ITS400208,01/05/2013,02/05/2013,24/05/2013,S5 Inspection,S5 Inspection,Schools - S5,2,,2,2,2,9,9,9,ITS359401,19/05/2011,20/05/2011,13/06/2011,1,,2,2,1,9,9,9,01/07/2014,Academy Converter,NULL,Not recorded,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/123090,1125659,123090,9313000,Cropredy Church of England Primary School,South East,South East,Oxfordshire,Banbury,OX17 1PU,Voluntary Controlled School,Primary,Does not have a sixth form,NULL,,169,1,ITS431433,05/02/2014,06/02/2014,03/03/2014,S5 Inspection,S5 Inspection,Schools - S5,2,,2,2,2,9,9,9,ITS327845,18/06/2009,19/06/2009,10/07/2009,2,,2,2,2,9,1,9,NULL,Not applicable,NULL,Not applicable,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/139527,1145470,139527,9313822,"Our Lady of Lourdes Catholic Primary School, Witney",South East,South East,Oxfordshire,Witney,OX28 5JZ,Academy Converter,Primary,Does not have a sixth form,123205,,201,2,10024515,13/06/2017,14/06/2017,04/09/2017,Requires Improvement S5 Reinspection Visit 1,Requires Improvement S5 Reinspection Visit 1,Schools - S5,2,,2,2,2,2,2,9,ITS453549,14/01/2015,15/01/2015,11/02/2015,3,,3,3,3,9,3,9,01/04/2013,Academy Converter,NULL,Not recorded,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/142664,1231891,142664,9313225,"St James Church of England Primary School, Hanney",South East,South East,Oxfordshire,Wantage,OX12 0JN,Academy Converter,Primary,Does not have a sixth form,123148,,119,1,ITS380608,10/10/2011,11/10/2011,07/11/2011,S5 Inspection,S5 Inspection,Schools - S5,2,,2,2,2,9,2,9,ITS327857,13/07/2009,14/07/2009,10/09/2009,2,,2,2,2,9,2,9,01/03/2016,Academy Converter,NULL,Not recorded,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/123219,1120009,123219,9313850,Appleton Church of England (A) Primary School,South East,South East,Oxfordshire,Oxford West and Abingdon,OX13 5JL,Voluntary Aided School,Primary,Does not have a sixth form,NULL,,186,1,ITS314545,27/06/2008,27/06/2008,16/07/2008,Section 5 RTI Historic,Section 5 RTI Historic,Schools - S5,1,,1,1,1,9,1,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Not applicable,NULL,Not applicable,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/123062,1109457,123062,9312563,Harwell Primary School,South East,South East,Oxfordshire,Wantage,OX11 0LH,Community School,Primary,Does not have a sixth form,NULL,,174,2,10032866,23/05/2017,24/05/2017,03/07/2017,Requires Improvement S5 Reinspection Visit 2,Requires Improvement S5 Reinspection Visit 2,Schools - S5,2,,2,2,2,2,2,9,ITS462380,16/04/2015,17/04/2015,15/05/2015,3,,3,3,3,9,3,9,NULL,Not applicable,NULL,Not applicable,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/143984,1252375,143984,9314082,Icknield Community College,South East,South East,Oxfordshire,Henley,OX49 5RB,Academy Converter,Secondary,Does not have a sixth form,123244,,611,1,ITS453846,19/03/2015,20/03/2015,20/04/2015,Requires Improvement S5 Reinspection Visit 1,Requires Improvement S5 Reinspection Visit 1,Schools - S5,2,,2,2,2,9,9,9,ITS428887,07/11/2013,08/11/2013,29/11/2013,3,,3,3,3,9,9,9,01/02/2017,Academy Converter,NULL,Not recorded,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/123000,1106023,123000,9312100,Charlbury Primary School,South East,South East,Oxfordshire,Witney,OX7 3TX,Community School,Primary,Does not have a sixth form,NULL,,200,2,ITS444266,24/03/2015,25/03/2015,27/04/2015,S5 Inspection,S5 Inspection,Schools - S5,2,,2,2,2,9,2,9,ITS340254,06/07/2010,07/07/2010,03/09/2010,2,,2,2,2,9,2,9,NULL,Not applicable,NULL,Not applicable,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/123130,1125984,123130,9313187,Great Milton Church of England Primary School,South East,South East,Oxfordshire,Henley,OX44 7NT,Voluntary Controlled School,Primary,Does not have a sixth form,NULL,,149,2,ITS426501,26/09/2013,27/09/2013,18/10/2013,S5 Inspection,S5 Inspection,Schools - S5,2,,2,2,2,9,9,9,ITS380602,15/11/2011,16/11/2011,05/12/2011,3,,3,3,3,9,3,9,NULL,Not applicable,NULL,Not applicable,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/144433,1255273,144433,9313167,Garsington Church of England Primary School,South East,South East,Oxfordshire,Henley,OX44 9EW,Academy Converter,Primary,Does not have a sixth form,123123,,202,3,ITS406140,12/12/2012,13/12/2012,14/01/2013,S5 Inspection,S5 Inspection,Schools - S5,2,,2,2,2,9,9,9,ITS363962,15/09/2010,16/09/2010,12/10/2010,3,,3,3,3,9,2,9,01/05/2017,Academy Converter,NULL,Not recorded,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/138667,1145198,138667,9314580,Lord Williams's School,South East,South East,Oxfordshire,Henley,OX9 2AQ,Academy Converter,Secondary,Has a sixth form,123268,,2091,1,ITS380634,12/10/2011,13/10/2011,07/11/2011,S5 Inspection,S5 Inspection,Schools - S5,1,,1,2,1,9,9,2,ITS292629,21/03/2007,22/03/2007,23/04/2007,2,,2,2,2,9,9,2,01/09/2012,Academy Converter,NULL,Not recorded,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/135675,1140759,135675,9316906,The Oxford Academy,South East,South East,Oxfordshire,Oxford East,OX4 6JZ,Academy Sponsor Led,Secondary,Has a sixth form,NULL,,1622,4,10022776,28/09/2016,29/09/2016,02/11/2016,Requires Improvement S5 Reinspection Visit 1,Requires Improvement S5 Reinspection Visit 1,Schools - S5,2,,2,2,1,2,9,2,ITS447694,09/12/2014,10/12/2014,12/01/2015,3,,3,3,3,9,9,2,01/09/2008,New Provision,NULL,Not applicable,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/123224,1122062,123224,9313855,St Amand's Catholic Primary School,South East,South East,Oxfordshire,Wantage,OX12 8LF,Voluntary Aided School,Primary,Does not have a sixth form,NULL,,119,1,10002329,16/03/2016,17/03/2016,20/04/2016,Requires Improvement S5 Reinspection Visit 1,Requires Improvement S5 Reinspection Visit 1,Schools - S5,2,,2,2,2,1,2,9,ITS426503,04/12/2013,05/12/2013,31/01/2014,3,,3,3,2,9,9,9,NULL,Not applicable,NULL,Not applicable,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/123220,1120037,123220,9313851,Ashbury with Compton Beauchamp Church of England (A) Primary School,South East,South East,Oxfordshire,Wantage,SN6 8LN,Voluntary Aided School,Primary,Does not have a sixth form,NULL,,74,1,ITS359397,29/06/2011,30/06/2011,22/07/2011,S5 Inspection,S5 Inspection,Schools - S5,2,,2,2,2,9,2,9,ITS314546,15/01/2008,16/01/2008,05/02/2008,3,,3,3,3,9,3,9,NULL,Not applicable,NULL,Not applicable,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/123332,1130594,123332,9317010,Frank Wise School,South East,South East,Oxfordshire,Banbury,OX16 9RL,Community Special School,Special,Has a sixth form,NULL,,104,2,ITS448154,04/03/2015,05/03/2015,26/03/2015,S5 Inspection,S5 Inspection,Schools - S5,1,,1,1,1,9,1,1,ITS340317,20/01/2010,21/01/2010,11/02/2010,1,,1,1,1,9,1,1,NULL,Not applicable,NULL,Not applicable,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/122983,1137894,122983,9311031,Wheatley Nursery School,South East,South East,Oxfordshire,Henley,OX33 1NN,LA Nursery School,Nursery,Not applicable,NULL,,81,NULL,ITS406126,08/05/2013,08/05/2013,05/06/2013,S5 Inspection,S5 Inspection,Schools - S5,2,,2,2,2,9,9,9,ITS359338,28/06/2011,29/06/2011,19/07/2011,3,,3,3,3,9,3,9,NULL,Not applicable,NULL,Not applicable,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/138817,1146547,138817,9314560,The Marlborough Church of England School,South East,South East,Oxfordshire,Witney,OX20 1LP,Academy Converter,Secondary,Has a sixth form,123267,,1067,1,ITS426551,20/05/2014,21/05/2014,11/06/2014,S5 Inspection,S5 Inspection,Schools - S5,2,,2,2,2,9,9,9,ITS380633,16/11/2011,17/11/2011,07/12/2011,3,,3,3,3,9,9,2,01/10/2012,Academy Converter,NULL,Not recorded,NULL,NULL,NULL
